ionIdx,ionMz,,ionActive,ionQualTIC,ionAverageInt,mz difference,formula,ion,score,name,synonym,hmdb_id,kegg_id,other_ids
295,734.4775984,734.4776,TRUE,0.816469699,17667.70893,-0.000974828,C41H70NO8P,-H(-),100,"PE(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))",1-a-Linolenoyl-2-g-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-alpha-Linolenoyl-2-gamma-linolenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:3/18:3); GPEtn(18:3n3/18:3n6); GPEtn(18:3w3/18:3w6); GPEtn(36:6); PE(18:3/18:3); PE(18:3n3/18:3n6); PE(18:3w3/18:3w6); PE(36:6); Phophatidylethanolamine(18:3/18:3); Phophatidylethanolamine(18:3n3/18:3n6); Phophatidylethanolamine(18:3w3/18:3w6); Phophatidylethanolamine(36:6),HMDB09160,C00350,
295,734.4775984,734.4776,TRUE,0.816469699,17667.70893,-0.000974828,C41H70NO8P,-H(-),100,"PE(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))","1,2-Dia-linolenoyl-rac-glycero-3-phosphoethanolamine; GPEtn(18:3/18:3); GPEtn(18:3n3/18:3n3); GPEtn(18:3w3/18:3w3); GPEtn(36:6); PE(18:3/18:3); PE(18:3n3/18:3n3); PE(18:3w3/18:3w3); PE(36:6); Phophatidylethanolamine(18:3/18:3); Phophatidylethanolamine(18:3n3/18:3n3); Phophatidylethanolamine(18:3w3/18:3w3); Phophatidylethanolamine(36:6)",HMDB09161,C00350,
295,734.4775984,734.4776,TRUE,0.816469699,17667.70893,-0.000974828,C41H70NO8P,-H(-),100,"PE(18:4(6Z,9Z,12Z,15Z)/18:2(9Z,12Z))",1-Stearidonoyl-2-linoleoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:4/18:2); GPEtn(18:4n3/18:2n6); GPEtn(18:4w3/18:2w6); GPEtn(36:6); PE(18:4/18:2); PE(18:4n3/18:2n6); PE(18:4w3/18:2w6); PE(36:6); Phophatidylethanolamine(18:4/18:2); Phophatidylethanolamine(18:4n3/18:2n6); Phophatidylethanolamine(18:4w3/18:2w6); Phophatidylethanolamine(36:6),HMDB09192,C00350,
295,734.4775984,734.4776,TRUE,0.816469699,17667.70893,-0.000974828,C41H70NO8P,-H(-),100,"PE(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",1-Eicosapentaenoyl-2-palmitoleoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:5/16:1); GPEtn(20:5n3/16:1n7); GPEtn(20:5w3/16:1w7); GPEtn(36:6); PE(20:5/16:1); PE(20:5n3/16:1n7); PE(20:5w3/16:1w7); PE(36:6); Phophatidylethanolamine(20:5/16:1); Phophatidylethanolamine(20:5n3/16:1n7); Phophatidylethanolamine(20:5w3/16:1w7); Phophatidylethanolamine(36:6),HMDB09452,C00350,
295,734.4775984,734.4776,TRUE,0.816469699,17667.70893,-0.000974828,C41H70NO8P,-H(-),100,"PE(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z))",1-Docosapentaenoyl-2-myristoleoyl-sn-glycero-3-phosphoethanolamine; 1-Osbondoyl-2-myristoleoyl-sn-glycero-3-phosphoethanolamine; GPEtn(22:5/14:1); GPEtn(22:5n6/14:1n5); GPEtn(22:5w6/14:1w5); GPEtn(36:6); PE(22:5/14:1); PE(22:5n6/14:1n5); PE(22:5w6/14:1w5); PE(36:6); Phophatidylethanolamine(22:5/14:1); Phophatidylethanolamine(22:5n6/14:1n5); Phophatidylethanolamine(22:5w6/14:1w5); Phophatidylethanolamine(36:6),HMDB09614,C00350,
295,734.4775984,734.4776,TRUE,0.816469699,17667.70893,-0.000974828,C41H70NO8P,-H(-),100,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z))",1-Docosapentaenoyl-2-myristoleoyl-sn-glycero-3-phosphoethanolamine; GPEtn(22:5/14:1); GPEtn(22:5n3/14:1n5); GPEtn(22:5w3/14:1w5); GPEtn(36:6); PE(22:5/14:1); PE(22:5n3/14:1n5); PE(22:5w3/14:1w5); PE(36:6); Phophatidylethanolamine(22:5/14:1); Phophatidylethanolamine(22:5n3/14:1n5); Phophatidylethanolamine(22:5w3/14:1w5); Phophatidylethanolamine(36:6),HMDB09647,C00350,
295,734.4775984,734.4776,TRUE,0.816469699,17667.70893,-0.000974828,C41H70NO8P,-H(-),100,"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0)",1-Docosahexaenoyl-2-myristoyl-sn-glycero-3-phosphoethanolamine; GPEtn(22:6/14:0); GPEtn(22:6n3/14:0); GPEtn(22:6w3/14:0); GPEtn(36:6); PE(22:6/14:0); PE(22:6n3/14:0); PE(22:6w3/14:0); PE(36:6); Phophatidylethanolamine(22:6/14:0); Phophatidylethanolamine(22:6n3/14:0); Phophatidylethanolamine(22:6w3/14:0); Phophatidylethanolamine(36:6),HMDB09679,C00350,
296,736.4930666,736.4931,TRUE,0.749628723,208978.5367,-0.000818102,C41H72NO8P,-H(-),100,"PE(14:0/22:5(4Z,7Z,10Z,13Z,16Z))",1-Myristoyl-2-docosapentaenoyl-sn-glycero-3-phosphoethanolamine; 1-Myristoyl-2-osbondoyl-sn-glycero-3-phosphoethanolamine; GPEtn(14:0/22:5); GPEtn(14:0/22:5n6); GPEtn(14:0/22:5w6); GPEtn(36:5); PE(14:0/22:5); PE(14:0/22:5n6); PE(14:0/22:5w6); PE(36:5); Phophatidylethanolamine(14:0/22:5); Phophatidylethanolamine(14:0/22:5n6); Phophatidylethanolamine(14:0/22:5w6); Phophatidylethanolamine(36:5),HMDB08845,C00350,
296,736.4930666,736.4931,TRUE,0.749628723,208978.5367,-0.000818102,C41H72NO8P,-H(-),100,"PE(14:0/22:5(7Z,10Z,13Z,16Z,19Z))",1-Myristoyl-2-docosapentaenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(14:0/22:5); GPEtn(14:0/22:5n3); GPEtn(14:0/22:5w3); GPEtn(36:5); PE(14:0/22:5); PE(14:0/22:5n3); PE(14:0/22:5w3); PE(36:5); Phophatidylethanolamine(14:0/22:5); Phophatidylethanolamine(14:0/22:5n3); Phophatidylethanolamine(14:0/22:5w3); Phophatidylethanolamine(36:5),HMDB08846,C00350,
296,736.4930666,736.4931,TRUE,0.749628723,208978.5367,-0.000818102,C41H72NO8P,-H(-),100,"PE(14:1(9Z)/22:4(7Z,10Z,13Z,16Z))",1-Myristoleoyl-2-adrenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(14:1/22:4); GPEtn(14:1n5/22:4n6); GPEtn(14:1w5/22:4w6); GPEtn(36:5); PE(14:1/22:4); PE(14:1n5/22:4n6); PE(14:1w5/22:4w6); PE(36:5); Phophatidylethanolamine(14:1/22:4); Phophatidylethanolamine(14:1n5/22:4n6); Phophatidylethanolamine(14:1w5/22:4w6); Phophatidylethanolamine(36:5),HMDB08877,C00350,
296,736.4930666,736.4931,TRUE,0.749628723,208978.5367,-0.000818102,C41H72NO8P,-H(-),100,"PE(16:0/20:5(5Z,8Z,11Z,14Z,17Z))",1-Palmitoyl-2-eicosapentaenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(16:0/20:5); GPEtn(16:0/20:5n3); GPEtn(16:0/20:5w3); GPEtn(36:5); PE(16:0/20:5); PE(16:0/20:5n3); PE(16:0/20:5w3); PE(36:5); Phophatidylethanolamine(16:0/20:5); Phophatidylethanolamine(16:0/20:5n3); Phophatidylethanolamine(16:0/20:5w3); Phophatidylethanolamine(36:5),HMDB08939,C00350,
296,736.4930666,736.4931,TRUE,0.749628723,208978.5367,-0.000818102,C41H72NO8P,-H(-),100,"PE(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))",1-Palmitoleoyl-2-arachidonoyl-sn-glycero-3-phosphoethanolamine; GPEtn(16:1/20:4); GPEtn(16:1n7/20:4n6); GPEtn(16:1w7/20:4w6); GPEtn(36:5); PE(16:1/20:4); PE(16:1n7/20:4n6); PE(16:1w7/20:4w6); PE(36:5); Phophatidylethanolamine(16:1/20:4); Phophatidylethanolamine(16:1n7/20:4n6); Phophatidylethanolamine(16:1w7/20:4w6); Phophatidylethanolamine(36:5),HMDB08970,C00350,
296,736.4930666,736.4931,TRUE,0.749628723,208978.5367,-0.000818102,C41H72NO8P,-H(-),100,"PE(16:1(9Z)/20:4(8Z,11Z,14Z,17Z))",1-Palmitoleoyl-2-eicsoate; 1-Palmitoleoyl-2-eicsoatetraenoyl-sn-glycero-3-phosphoethanolamine; 1-Palmitoleoyl-2-eicsoic acid; GPEtn(16:1/20:4); GPEtn(16:1n7/20:4n3); GPEtn(16:1w7/20:4w3); GPEtn(36:5); PE(16:1/20:4); PE(16:1n7/20:4n3); PE(16:1w7/20:4w3); PE(36:5); Phophatidylethanolamine(16:1/20:4); Phophatidylethanolamine(16:1n7/20:4n3); Phophatidylethanolamine(16:1w7/20:4w3); Phophatidylethanolamine(36:5),HMDB08971,C00350,
296,736.4930666,736.4931,TRUE,0.749628723,208978.5367,-0.000818102,C41H72NO8P,-H(-),100,"PE(18:1(11Z)/18:4(6Z,9Z,12Z,15Z))",1-Vaccenoyl-2-stearidonoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:1/18:4); GPEtn(18:1n7/18:4n3); GPEtn(18:1w7/18:4w3); GPEtn(36:5); PE(18:1/18:4); PE(18:1n7/18:4n3); PE(18:1w7/18:4w3); PE(36:5); Phophatidylethanolamine(18:1/18:4); Phophatidylethanolamine(18:1n7/18:4n3); Phophatidylethanolamine(18:1w7/18:4w3); Phophatidylethanolamine(36:5),HMDB09030,C00350,
296,736.4930666,736.4931,TRUE,0.749628723,208978.5367,-0.000818102,C41H72NO8P,-H(-),100,"PE(18:1(9Z)/18:4(6Z,9Z,12Z,15Z))",1-Oleoyl-2-stearidonoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:1/18:4); GPEtn(18:1n9/18:4n3); GPEtn(18:1w9/18:4w3); GPEtn(36:5); PE(18:1/18:4); PE(18:1n9/18:4n3); PE(18:1w9/18:4w3); PE(36:5); Phophatidylethanolamine(18:1/18:4); Phophatidylethanolamine(18:1n9/18:4n3); Phophatidylethanolamine(18:1w9/18:4w3); Phophatidylethanolamine(36:5),HMDB09063,C00350,
296,736.4930666,736.4931,TRUE,0.749628723,208978.5367,-0.000818102,C41H72NO8P,-H(-),100,"PE(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))",1-Linoleoyl-2-g-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-Linoleoyl-2-gamma-linolenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:2/18:3); GPEtn(18:2n6/18:3n6); GPEtn(18:2w6/18:3w6); GPEtn(36:5); PE(18:2/18:3); PE(18:2n6/18:3n6); PE(18:2w6/18:3w6); PE(36:5); Phophatidylethanolamine(18:2/18:3); Phophatidylethanolamine(18:2n6/18:3n6); Phophatidylethanolamine(18:2w6/18:3w6); Phophatidylethanolamine(36:5),HMDB09094,C00350,
296,736.4930666,736.4931,TRUE,0.749628723,208978.5367,-0.000818102,C41H72NO8P,-H(-),100,"PE(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))",1-Linoleoyl-2-a-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-Linoleoyl-2-alpha-linolenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:2/18:3); GPEtn(18:2n6/18:3n3); GPEtn(18:2w6/18:3w3); GPEtn(36:5); PE(18:2/18:3); PE(18:2n6/18:3n3); PE(18:2w6/18:3w3); PE(36:5); Phophatidylethanolamine(18:2/18:3); Phophatidylethanolamine(18:2n6/18:3n3); Phophatidylethanolamine(18:2w6/18:3w3); Phophatidylethanolamine(36:5),HMDB09095,C00350,
296,736.4930666,736.4931,TRUE,0.749628723,208978.5367,-0.000818102,C41H72NO8P,-H(-),100,"PE(18:3(6Z,9Z,12Z)/18:2(9Z,12Z))",1-g-Linolenoyl-2-linoleoyl-sn-glycero-3-phosphoethanolamine; 1-gamma-Linolenoyl-2-linoleoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:3/18:2); GPEtn(18:3n6/18:2n6); GPEtn(18:3w6/18:2w6); GPEtn(36:5); PE(18:3/18:2); PE(18:3n6/18:2n6); PE(18:3w6/18:2w6); PE(36:5); Phophatidylethanolamine(18:3/18:2); Phophatidylethanolamine(18:3n6/18:2n6); Phophatidylethanolamine(18:3w6/18:2w6); Phophatidylethanolamine(36:5),HMDB09126,C00350,
296,736.4930666,736.4931,TRUE,0.749628723,208978.5367,-0.000818102,C41H72NO8P,-H(-),100,"PE(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))",1-a-Linolenoyl-2-linoleoyl-sn-glycero-3-phosphoethanolamine; 1-alpha-Linolenoyl-2-linoleoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:3/18:2); GPEtn(18:3n3/18:2n6); GPEtn(18:3w3/18:2w6); GPEtn(36:5); PE(18:3/18:2); PE(18:3n3/18:2n6); PE(18:3w3/18:2w6); PE(36:5); Phophatidylethanolamine(18:3/18:2); Phophatidylethanolamine(18:3n3/18:2n6); Phophatidylethanolamine(18:3w3/18:2w6); Phophatidylethanolamine(36:5),HMDB09159,C00350,
296,736.4930666,736.4931,TRUE,0.749628723,208978.5367,-0.000818102,C41H72NO8P,-H(-),100,"PE(18:4(6Z,9Z,12Z,15Z)/18:1(11Z))",1-Stearidonoyl-2-vaccenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:4/18:1); GPEtn(18:4n3/18:1n7); GPEtn(18:4w3/18:1w7); GPEtn(36:5); PE(18:4/18:1); PE(18:4n3/18:1n7); PE(18:4w3/18:1w7); PE(36:5); Phophatidylethanolamine(18:4/18:1); Phophatidylethanolamine(18:4n3/18:1n7); Phophatidylethanolamine(18:4w3/18:1w7); Phophatidylethanolamine(36:5),HMDB09190,C00350,
296,736.4930666,736.4931,TRUE,0.749628723,208978.5367,-0.000818102,C41H72NO8P,-H(-),100,"PE(18:4(6Z,9Z,12Z,15Z)/18:1(9Z))",1-Stearidonoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:4/18:1); GPEtn(18:4n3/18:1n9); GPEtn(18:4w3/18:1w9); GPEtn(36:5); PE(18:4/18:1); PE(18:4n3/18:1n9); PE(18:4w3/18:1w9); PE(36:5); Phophatidylethanolamine(18:4/18:1); Phophatidylethanolamine(18:4n3/18:1n9); Phophatidylethanolamine(18:4w3/18:1w9); Phophatidylethanolamine(36:5),HMDB09191,C00350,
296,736.4930666,736.4931,TRUE,0.749628723,208978.5367,-0.000818102,C41H72NO8P,-H(-),100,"PE(20:4(5Z,8Z,11Z,14Z)/16:1(9Z))",1-Arachidonoyl-2-palmitoleoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:4/16:1); GPEtn(20:4n6/16:1n7); GPEtn(20:4w6/16:1w7); GPEtn(36:5); PE(20:4/16:1); PE(20:4n6/16:1n7); PE(20:4w6/16:1w7); PE(36:5); Phophatidylethanolamine(20:4/16:1); Phophatidylethanolamine(20:4n6/16:1n7); Phophatidylethanolamine(20:4w6/16:1w7); Phophatidylethanolamine(36:5),HMDB09386,C00350,
296,736.4930666,736.4931,TRUE,0.749628723,208978.5367,-0.000818102,C41H72NO8P,-H(-),100,"PE(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))",1-Eicsoate; 1-Eicsoatetraenoyl-2-palmitoleoyl-sn-glycero-3-phosphoethanolamine; 1-Eicsoic acid; GPEtn(20:4/16:1); GPEtn(20:4n3/16:1n7); GPEtn(20:4w3/16:1w7); GPEtn(36:5); PE(20:4/16:1); PE(20:4n3/16:1n7); PE(20:4w3/16:1w7); PE(36:5); Phophatidylethanolamine(20:4/16:1); Phophatidylethanolamine(20:4n3/16:1n7); Phophatidylethanolamine(20:4w3/16:1w7); Phophatidylethanolamine(36:5),HMDB09419,C00350,
296,736.4930666,736.4931,TRUE,0.749628723,208978.5367,-0.000818102,C41H72NO8P,-H(-),100,"PE(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)",1-Eicosapentaenoyl-2-palmitoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:5/16:0); GPEtn(20:5n3/16:0); GPEtn(20:5w3/16:0); GPEtn(36:5); PE(20:5/16:0); PE(20:5n3/16:0); PE(20:5w3/16:0); PE(36:5); Phophatidylethanolamine(20:5/16:0); Phophatidylethanolamine(20:5n3/16:0); Phophatidylethanolamine(20:5w3/16:0); Phophatidylethanolamine(36:5),HMDB09451,C00350,
296,736.4930666,736.4931,TRUE,0.749628723,208978.5367,-0.000818102,C41H72NO8P,-H(-),100,"PE(22:4(7Z,10Z,13Z,16Z)/14:1(9Z))",1-Adrenoyl-2-myristoleoyl-sn-glycero-3-phosphoethanolamine; GPEtn(22:4/14:1); GPEtn(22:4n6/14:1n5); GPEtn(22:4w6/14:1w5); GPEtn(36:5); PE(22:4/14:1); PE(22:4n6/14:1n5); PE(22:4w6/14:1w5); PE(36:5); Phophatidylethanolamine(22:4/14:1); Phophatidylethanolamine(22:4n6/14:1n5); Phophatidylethanolamine(22:4w6/14:1w5); Phophatidylethanolamine(36:5),HMDB09581,C00350,
296,736.4930666,736.4931,TRUE,0.749628723,208978.5367,-0.000818102,C41H72NO8P,-H(-),100,"PE(22:5(4Z,7Z,10Z,13Z,16Z)/14:0)",1-Docosapentaenoyl-2-myristoyl-sn-glycero-3-phosphoethanolamine; 1-Osbondoyl-2-myristoyl-sn-glycero-3-phosphoethanolamine; GPEtn(22:5/14:0); GPEtn(22:5n6/14:0); GPEtn(22:5w6/14:0); GPEtn(36:5); PE(22:5/14:0); PE(22:5n6/14:0); PE(22:5w6/14:0); PE(36:5); Phophatidylethanolamine(22:5/14:0); Phophatidylethanolamine(22:5n6/14:0); Phophatidylethanolamine(22:5w6/14:0); Phophatidylethanolamine(36:5),HMDB09613,C00350,
296,736.4930666,736.4931,TRUE,0.749628723,208978.5367,-0.000818102,C41H72NO8P,-H(-),100,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/14:0)",1-Docosapentaenoyl-2-myristoyl-sn-glycero-3-phosphoethanolamine; GPEtn(22:5/14:0); GPEtn(22:5n3/14:0); GPEtn(22:5w3/14:0); GPEtn(36:5); PE(22:5/14:0); PE(22:5n3/14:0); PE(22:5w3/14:0); PE(36:5); Phophatidylethanolamine(22:5/14:0); Phophatidylethanolamine(22:5n3/14:0); Phophatidylethanolamine(22:5w3/14:0); Phophatidylethanolamine(36:5),HMDB09646,C00350,
297,738.5088814,738.5089,TRUE,0.735179663,3026110.505,-0.000946866,C41H74NO8P,-H(-),52,"PC(15:0/18:4(6Z,9Z,12Z,15Z))",1-Pentadecanoyl-2-stearidonoyl-sn-glycero-3-phosphocholine; GPCho(15:0/18:4); GPCho(15:0/18:4n3); GPCho(15:0/18:4w3); GPCho(33:4); Lecithin; PC(15:0/18:4); PC(15:0/18:4n3); PC(15:0/18:4w3); PC(33:4); Phosphatidylcholine(15:0/18:4); Phosphatidylcholine(15:0/18:4n3); Phosphatidylcholine(15:0/18:4w3); Phosphatidylcholine(33:4),HMDB07943,C00157,
297,738.5088814,738.5089,TRUE,0.735179663,3026110.505,-0.000946866,C41H74NO8P,-H(-),52,"PC(18:4(6Z,9Z,12Z,15Z)/15:0)",1-Stearidonoyl-2-pentadecanoyl-sn-glycero-3-phosphocholine; GPCho(18:4/15:0); GPCho(18:4n3/15:0); GPCho(18:4w3/15:0); GPCho(33:4); Lecithin; PC(18:4/15:0); PC(18:4n3/15:0); PC(18:4w3/15:0); PC(33:4); Phosphatidylcholine(18:4/15:0); Phosphatidylcholine(18:4n3/15:0); Phosphatidylcholine(18:4w3/15:0); Phosphatidylcholine(33:4),HMDB08231,C00157,
297,738.5088814,738.5089,TRUE,0.735179663,3026110.505,-0.000946866,C41H74NO8P,-H(-),52,"PE(14:0/22:4(7Z,10Z,13Z,16Z))",1-Myristoyl-2-adrenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(14:0/22:4); GPEtn(14:0/22:4n6); GPEtn(14:0/22:4w6); GPEtn(36:4); PE(14:0/22:4); PE(14:0/22:4n6); PE(14:0/22:4w6); PE(36:4); Phophatidylethanolamine(14:0/22:4); Phophatidylethanolamine(14:0/22:4n6); Phophatidylethanolamine(14:0/22:4w6); Phophatidylethanolamine(36:4),HMDB08844,C00350,
297,738.5088814,738.5089,TRUE,0.735179663,3026110.505,-0.000946866,C41H74NO8P,-H(-),52,"PE(16:0/20:4(5Z,8Z,11Z,14Z))",1-Palmitoyl-2-arachidonoyl-sn-glycero-3-phosphoethanolamine; GPEtn(16:0/20:4); GPEtn(16:0/20:4n6); GPEtn(16:0/20:4w6); GPEtn(36:4); PE(16:0/20:4); PE(16:0/20:4n6); PE(16:0/20:4w6); PE(36:4); Phophatidylethanolamine(16:0/20:4); Phophatidylethanolamine(16:0/20:4n6); Phophatidylethanolamine(16:0/20:4w6); Phophatidylethanolamine(36:4),HMDB08937,C00350,
297,738.5088814,738.5089,TRUE,0.735179663,3026110.505,-0.000946866,C41H74NO8P,-H(-),52,"PE(16:0/20:4(8Z,11Z,14Z,17Z))",1-Palmitoyl-2-eicsoate; 1-Palmitoyl-2-eicsoatetraenoyl-sn-glycero-3-phosphoethanolamine; 1-Palmitoyl-2-eicsoic acid; GPEtn(16:0/20:4); GPEtn(16:0/20:4n3); GPEtn(16:0/20:4w3); GPEtn(36:4); PE(16:0/20:4); PE(16:0/20:4n3); PE(16:0/20:4w3); PE(36:4); Phophatidylethanolamine(16:0/20:4); Phophatidylethanolamine(16:0/20:4n3); Phophatidylethanolamine(16:0/20:4w3); Phophatidylethanolamine(36:4),HMDB08938,C00350,
297,738.5088814,738.5089,TRUE,0.735179663,3026110.505,-0.000946866,C41H74NO8P,-H(-),52,"PE(16:1(9Z)/20:3(5Z,8Z,11Z))",1-Palmitoleoyl-2-meadoyl-sn-glycero-3-phosphoethanolamine; GPEtn(16:1/20:3); GPEtn(16:1n7/20:3n9); GPEtn(16:1w7/20:3w9); GPEtn(36:4); PE(16:1/20:3); PE(16:1n7/20:3n9); PE(16:1w7/20:3w9); PE(36:4); Phophatidylethanolamine(16:1/20:3); Phophatidylethanolamine(16:1n7/20:3n9); Phophatidylethanolamine(16:1w7/20:3w9); Phophatidylethanolamine(36:4),HMDB08968,C00350,
297,738.5088814,738.5089,TRUE,0.735179663,3026110.505,-0.000946866,C41H74NO8P,-H(-),52,"PE(18:0/18:4(6Z,9Z,12Z,15Z))",1-Stearoyl-2-stearidonoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:0/18:4); GPEtn(18:0/18:4n3); GPEtn(18:0/18:4w3); GPEtn(36:4); PE(18:0/18:4); PE(18:0/18:4n3); PE(18:0/18:4w3); PE(36:4); Phophatidylethanolamine(18:0/18:4); Phophatidylethanolamine(18:0/18:4n3); Phophatidylethanolamine(18:0/18:4w3); Phophatidylethanolamine(36:4),HMDB08997,C00350,
297,738.5088814,738.5089,TRUE,0.735179663,3026110.505,-0.000946866,C41H74NO8P,-H(-),52,"PE(18:1(11Z)/18:3(6Z,9Z,12Z))",1-Vaccenoyl-2-g-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-Vaccenoyl-2-gamma-linolenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:1/18:3); GPEtn(18:1n7/18:3n6); GPEtn(18:1w7/18:3w6); GPEtn(36:4); PE(18:1/18:3); PE(18:1n7/18:3n6); PE(18:1w7/18:3w6); PE(36:4); Phophatidylethanolamine(18:1/18:3); Phophatidylethanolamine(18:1n7/18:3n6); Phophatidylethanolamine(18:1w7/18:3w6); Phophatidylethanolamine(36:4),HMDB09028,C00350,
297,738.5088814,738.5089,TRUE,0.735179663,3026110.505,-0.000946866,C41H74NO8P,-H(-),52,"PE(18:1(11Z)/18:3(9Z,12Z,15Z))",1-Vaccenoyl-2-a-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-Vaccenoyl-2-alpha-linolenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:1/18:3); GPEtn(18:1n7/18:3n3); GPEtn(18:1w7/18:3w3); GPEtn(36:4); PE(18:1/18:3); PE(18:1n7/18:3n3); PE(18:1w7/18:3w3); PE(36:4); Phophatidylethanolamine(18:1/18:3); Phophatidylethanolamine(18:1n7/18:3n3); Phophatidylethanolamine(18:1w7/18:3w3); Phophatidylethanolamine(36:4),HMDB09029,C00350,
297,738.5088814,738.5089,TRUE,0.735179663,3026110.505,-0.000946866,C41H74NO8P,-H(-),52,"PE(18:1(9Z)/18:3(6Z,9Z,12Z))",1-Oleoyl-2-g-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-Oleoyl-2-gamma-linolenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:1/18:3); GPEtn(18:1n9/18:3n6); GPEtn(18:1w9/18:3w6); GPEtn(36:4); PE(18:1/18:3); PE(18:1n9/18:3n6); PE(18:1w9/18:3w6); PE(36:4); Phophatidylethanolamine(18:1/18:3); Phophatidylethanolamine(18:1n9/18:3n6); Phophatidylethanolamine(18:1w9/18:3w6); Phophatidylethanolamine(36:4),HMDB09061,C00350,
297,738.5088814,738.5089,TRUE,0.735179663,3026110.505,-0.000946866,C41H74NO8P,-H(-),52,"PE(18:1(9Z)/18:3(9Z,12Z,15Z))",1-Oleoyl-2-a-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-Oleoyl-2-alpha-linolenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:1/18:3); GPEtn(18:1n9/18:3n3); GPEtn(18:1w9/18:3w3); GPEtn(36:4); PE(18:1/18:3); PE(18:1n9/18:3n3); PE(18:1w9/18:3w3); PE(36:4); Phophatidylethanolamine(18:1/18:3); Phophatidylethanolamine(18:1n9/18:3n3); Phophatidylethanolamine(18:1w9/18:3w3); Phophatidylethanolamine(36:4),HMDB09062,C00350,
297,738.5088814,738.5089,TRUE,0.735179663,3026110.505,-0.000946866,C41H74NO8P,-H(-),52,"PE(18:2(9Z,12Z)/18:2(9Z,12Z))","1,2-Dilinoleoyl-rac-glycero-3-phosphoethanolamine; GPEtn(18:2/18:2); GPEtn(18:2n6/18:2n6); GPEtn(18:2w6/18:2w6); GPEtn(36:4); PE(18:2/18:2); PE(18:2n6/18:2n6); PE(18:2w6/18:2w6); PE(36:4); Phophatidylethanolamine(18:2/18:2); Phophatidylethanolamine(18:2n6/18:2n6); Phophatidylethanolamine(18:2w6/18:2w6); Phophatidylethanolamine(36:4)",HMDB09093,C00350,
297,738.5088814,738.5089,TRUE,0.735179663,3026110.505,-0.000946866,C41H74NO8P,-H(-),52,"PE(18:3(6Z,9Z,12Z)/18:1(11Z))",1-g-Linolenoyl-2-vaccenoyl-sn-glycero-3-phosphoethanolamine; 1-gamma-Linolenoyl-2-vaccenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:3/18:1); GPEtn(18:3n6/18:1n7); GPEtn(18:3w6/18:1w7); GPEtn(36:4); PE(18:3/18:1); PE(18:3n6/18:1n7); PE(18:3w6/18:1w7); PE(36:4); Phophatidylethanolamine(18:3/18:1); Phophatidylethanolamine(18:3n6/18:1n7); Phophatidylethanolamine(18:3w6/18:1w7); Phophatidylethanolamine(36:4),HMDB09124,C00350,
